Allen ID,Hemisphere,x,y,z
184,ipsilateral,68.34368530020704,108.25465838509317,51.219461697722565
985,ipsilateral,78.59031459879816,88.03305054789678,55.376458112407214
993,ipsilateral,70.25947432762837,94.9356662591687,57.91075794621027
353,ipsilateral,92.87830687830687,74.2744708994709,54.41468253968254
329,ipsilateral,90.1501272264631,63.61005089058524,61.48473282442748
337,ipsilateral,74.56635672020288,71.33981403212172,66.68977176669485
345,ipsilateral,90.90511418462528,84.82212930202637,48.85718880669025
369,ipsilateral,81.26033934252386,76.51908801696713,61.63944856839873
361,ipsilateral,74.88936781609195,64.19683908045977,69.53017241379311
182305689,ipsilateral,84.83015873015873,72.43174603174603,61.74444444444445
378,ipsilateral,98.56092670973491,69.93406103809312,45.47560703942972
1057,ipsilateral,94.33181299885975,84.35347776510832,34.302166476624855
677,ipsilateral,101.21669477234401,68.0893760539629,34.45025295109612
1011,ipsilateral,99.1771523178808,55.562913907284766,54.75993377483444
1002,ipsilateral,102.08853681267475,51.658900279589936,50.83690587138863
1027,ipsilateral,99.30536912751678,46.84228187919463,56.02348993288591
1018,ipsilateral,103.39756367663344,52.95791805094131,45.04097452934662
402,ipsilateral,93.93899204244032,48.47480106100796,62.19893899204244
394,ipsilateral,73.43958868894602,54.3573264781491,71.719794344473
409,ipsilateral,92.78836833602585,40.01453957996769,60.58966074313409
385,ipsilateral,82.62204058624577,40.280157835400225,66.97970687711387
425,ipsilateral,89.49872773536896,30.928753180661577,56.95674300254453
533,ipsilateral,73.88527724665391,47.19120458891013,71.88718929254303
312782574,ipsilateral,96.01204819277109,40.381526104417674,57.57429718875502
312782628,ipsilateral,98.28684627575278,35.35499207606973,51.621236133122025
39,ipsilateral,60.94128440366973,86.59694189602446,59.62691131498471
48,ipsilateral,60.145353455123114,82.48689436060366,54.43685464654488
972,ipsilateral,61.17739403453689,99.88147566718995,51.16483516483517
44,ipsilateral,60.365470852017935,96.1322869955157,41.95739910313901
723,ipsilateral,72.15532544378698,101.38461538461539,40.65902366863905
731,ipsilateral,60.23024523160763,103.03814713896458,43.107629427792915
746,ipsilateral,64.82642777155655,103.49384098544233,42.85778275475924
104,ipsilateral,84.13770844540075,96.31952662721893,36.21247982786444
111,ipsilateral,98.71674876847291,71.40065681444992,27.98768472906404
119,ipsilateral,84.08217592592592,93.78356481481481,29.98148148148148
894,ipsilateral,69.84816753926701,49.7870855148342,70.81151832460733
879,ipsilateral,65.68022952529995,50.8075117370892,70.9848721961398
886,ipsilateral,61.798750557786704,53.234270414993304,66.47389558232932
312782546,ipsilateral,77.19944211994421,58.4700139470014,70.3723849372385
417,ipsilateral,87.69504950495049,53.041584158415844,66.5940594059406
541,ipsilateral,102.55684007707129,48.285163776493256,44.41490044958253
922,ipsilateral,103.55889724310777,48.854636591478695,33.8671679197995
895,ipsilateral,102.7062937062937,50.53729603729604,36.124708624708624
507,ipsilateral,65.64741084513923,117.32059110893991,35.079628724963364
151,ipsilateral,68.39692307692307,111.80307692307693,42.38461538461539
159,ipsilateral,67.47646336471551,102.87965616045845,27.47441670077773
589,ipsilateral,60.205128205128204,98.110661268556,24.59514170040486
814,ipsilateral,60.48,94.536,36.14
961,ipsilateral,90.53880648499482,74.90807174887892,18.513797861331494
619,ipsilateral,77.84810126582279,70.37341772151899,9.91139240506329
639,ipsilateral,81.95478723404256,67.56382978723404,7.992021276595745
647,ipsilateral,85.97106109324758,52.34485530546624,11.215434083601286
788,ipsilateral,89.25487012987013,63.092532467532465,7.547077922077922
566,ipsilateral,95.34285714285714,46.49624060150376,16.705263157894738
382,ipsilateral,84.24079485680889,50.67523865186051,47.58153126826417
423,ipsilateral,83.86666666666666,56.28888888888889,46.66222222222222
463,ipsilateral,82.4504132231405,54.15289256198347,41.70025429116338
726,ipsilateral,77.92718446601941,50.375,46.32251213592233
982,ipsilateral,58.535714285714285,59.25,56.67857142857143
19,ipsilateral,57.5,81.88235294117646,50.588235294117645
918,ipsilateral,100.53337511751802,41.64117831400815,30.897524287057347
926,ipsilateral,92.45204402515724,33.3997641509434,36.130503144654085
843,ipsilateral,85.70194384449245,33.64362850971922,43.22678185745141
1037,ipsilateral,77.89053803339517,39.33024118738405,57.191094619666046
1084,ipsilateral,84.72123893805309,37.80530973451327,42.57964601769911
502,ipsilateral,83.97490706319702,41.860594795539036,46.84851301115241
583,ipsilateral,86.24087591240875,84.97080291970804,31.273722627737225
952,ipsilateral,88.70122630992196,74.30657748049052,25.081382385730212
966,ipsilateral,91.01237113402063,62.58762886597938,17.51958762886598
131,ipsilateral,93.04295942720763,58.16945107398568,26.706443914081145
295,ipsilateral,89.88805970149254,58.94562899786781,18.726012793176974
319,ipsilateral,85.29088471849866,61.02278820375335,15.136729222520108
780,ipsilateral,82.76494845360824,51.82886597938144,16.750515463917527
672,ipsilateral,80.41832577446384,77.60704127911445,36.928203551387504
56,ipsilateral,69.02745274527453,88.61476147614762,20.89198919891989
998,ipsilateral,79.68396226415095,76.9245283018868,18.93867924528302
754,ipsilateral,72.74843423799582,87.11951983298539,9.88517745302714
250,ipsilateral,62.36267605633803,78.30281690140845,47.86619718309859
258,ipsilateral,61.06478578892372,83.65308254963428,37.18808777429467
266,ipsilateral,62.990033222591364,82.60797342192691,31.730897009966778
310,ipsilateral,60.06367041198502,76.89138576779027,42.58426966292135
333,ipsilateral,58.588235294117645,88.0,38.76470588235294
23,ipsilateral,77.98818897637796,73.64173228346456,13.700787401574804
292,ipsilateral,76.3076923076923,67.3076923076923,8.307692307692308
536,ipsilateral,83.51359516616314,65.0785498489426,22.367069486404834
1105,ipsilateral,85.0,65.1,17.055555555555557
403,ipsilateral,77.9019801980198,62.554455445544555,15.486138613861387
1022,ipsilateral,79.6082474226804,69.6868556701031,31.387886597938145
1031,ipsilateral,77.10328638497653,65.16901408450704,26.136150234741784
342,ipsilateral,72.16611515552614,80.97485109199206,16.44870946393117
298,ipsilateral,73.65384615384616,76.9010989010989,13.296703296703297
564,ipsilateral,57.53875968992248,83.42248062015504,29.507751937984494
596,ipsilateral,62.94358974358974,83.03333333333333,14.551282051282051
581,ipsilateral,59.364102564102566,75.72307692307692,42.02564102564103
351,ipsilateral,66.050822122571,77.37369207772795,27.209267563527654
287,ipsilateral,62.5,77.0,28.0
629,ipsilateral,68.8989898989899,66.12121212121212,34.90151515151515
685,ipsilateral,66.22012578616352,62.708595387840674,29.07337526205451
718,ipsilateral,76.63777777777777,62.77777777777778,36.24888888888889
725,ipsilateral,70.24528301886792,56.113207547169814,33.698113207547166
733,ipsilateral,74.76781326781327,60.325552825552826,37.533169533169534
741,ipsilateral,63.38392857142857,57.330357142857146,32.5625
414,ipsilateral,59.90909090909091,56.06060606060606,31.181818181818183
